map_id,algorithm,time,length,map_string
222,BFS,2.008389472961426,75,[1 1 1 1 1 1 1 1 0 0;1 0 3 0 0 0 0 1 1 1;1 0 0 0 0 0 2 3 0 1;1 0 0 1 1 0 0 0 0 1;1 1 3 1 1 1 0 2 0 1;1 1 0 0 1 1 1 0 0 1;1 0 0 1 1 1 1 2 1 1;1 1 0 0 1 1 3 2 5 1;0 1 0 0 0 0 0 0 1 1;0 1 1 1 1 1 1 1 1 0]
223,A*,0.9250388145446777,37,[1 1 1 1 1 1 1 0 0 0;1 0 0 0 0 0 1 0 0 0;1 3 0 2 0 3 1 0 0 0;1 3 0 3 2 0 1 0 0 0;1 2 2 1 1 1 1 0 0 0;1 0 5 1 0 0 0 0 0 0;1 1 1 1 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
223,DFS,0.3181893825531006,53,[1 1 1 1 1 1 1 0 0 0;1 0 0 0 0 0 1 0 0 0;1 3 0 2 0 3 1 0 0 0;1 3 0 3 2 0 1 0 0 0;1 2 2 1 1 1 1 0 0 0;1 0 5 1 0 0 0 0 0 0;1 1 1 1 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
223,BFS,0.3289499282836914,37,[1 1 1 1 1 1 1 0 0 0;1 0 0 0 0 0 1 0 0 0;1 3 0 2 0 3 1 0 0 0;1 3 0 3 2 0 1 0 0 0;1 2 2 1 1 1 1 0 0 0;1 0 5 1 0 0 0 0 0 0;1 1 1 1 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
224,A*,14.782492637634277,74,[0 0 0 0 0 0 0 0 0 0;0 0 1 1 1 1 0 0 0 0;1 1 1 5 0 1 1 0 0 0;1 0 1 2 2 0 1 0 0 0;1 0 3 0 0 0 1 1 1 1;1 0 2 0 0 1 1 0 0 1;1 0 0 1 1 1 1 2 0 1;1 3 0 0 1 1 1 0 0 1;1 0 0 0 3 3 0 0 0 1;1 1 1 1 1 1 1 1 1 1]
224,DFS,2.3533411026000977,200,[0 0 0 0 0 0 0 0 0 0;0 0 1 1 1 1 0 0 0 0;1 1 1 5 0 1 1 0 0 0;1 0 1 2 2 0 1 0 0 0;1 0 3 0 0 0 1 1 1 1;1 0 2 0 0 1 1 0 0 1;1 0 0 1 1 1 1 2 0 1;1 3 0 0 1 1 1 0 0 1;1 0 0 0 3 3 0 0 0 1;1 1 1 1 1 1 1 1 1 1]
224,BFS,14.153281450271606,74,[0 0 0 0 0 0 0 0 0 0;0 0 1 1 1 1 0 0 0 0;1 1 1 5 0 1 1 0 0 0;1 0 1 2 2 0 1 0 0 0;1 0 3 0 0 0 1 1 1 1;1 0 2 0 0 1 1 0 0 1;1 0 0 1 1 1 1 2 0 1;1 3 0 0 1 1 1 0 0 1;1 0 0 0 3 3 0 0 0 1;1 1 1 1 1 1 1 1 1 1]
225,A*,0.007987737655639648,14,[1 1 1 1 0 0 0 0 0 0;1 0 3 1 1 1 1 0 0 0;1 5 2 2 3 0 1 0 0 0;1 0 2 3 2 3 1 0 0 0;1 0 0 0 0 0 1 0 0 0;1 1 0 1 1 1 1 0 0 0;0 1 1 1 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
225,DFS,0.19693613052368164,25,[1 1 1 1 0 0 0 0 0 0;1 0 3 1 1 1 1 0 0 0;1 5 2 2 3 0 1 0 0 0;1 0 2 3 2 3 1 0 0 0;1 0 0 0 0 0 1 0 0 0;1 1 0 1 1 1 1 0 0 0;0 1 1 1 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
225,BFS,0.009186506271362305,14,[1 1 1 1 0 0 0 0 0 0;1 0 3 1 1 1 1 0 0 0;1 5 2 2 3 0 1 0 0 0;1 0 2 3 2 3 1 0 0 0;1 0 0 0 0 0 1 0 0 0;1 1 0 1 1 1 1 0 0 0;0 1 1 1 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
226,A*,39.35566210746765,93,[1 1 1 1 1 1 1 1 1 1;1 0 0 0 0 3 0 3 0 1;1 0 2 0 3 0 0 0 1 1;1 1 1 0 3 1 1 0 0 1;1 0 2 0 1 1 1 0 1 1;1 0 2 0 1 0 1 1 1 0;1 0 1 0 1 1 0 0 0 0;1 5 0 2 0 1 0 0 0 0;1 0 0 0 0 1 0 0 0 0;1 1 1 1 1 1 0 0 0 0]
226,DFS,9.476000547409058,809,[1 1 1 1 1 1 1 1 1 1;1 0 0 0 0 3 0 3 0 1;1 0 2 0 3 0 0 0 1 1;1 1 1 0 3 1 1 0 0 1;1 0 2 0 1 1 1 0 1 1;1 0 2 0 1 0 1 1 1 0;1 0 1 0 1 1 0 0 0 0;1 5 0 2 0 1 0 0 0 0;1 0 0 0 0 1 0 0 0 0;1 1 1 1 1 1 0 0 0 0]
226,BFS,62.89826798439026,93,[1 1 1 1 1 1 1 1 1 1;1 0 0 0 0 3 0 3 0 1;1 0 2 0 3 0 0 0 1 1;1 1 1 0 3 1 1 0 0 1;1 0 2 0 1 1 1 0 1 1;1 0 2 0 1 0 1 1 1 0;1 0 1 0 1 1 0 0 0 0;1 5 0 2 0 1 0 0 0 0;1 0 0 0 0 1 0 0 0 0;1 1 1 1 1 1 0 0 0 0]
227,A*,2.782897472381592,53,[1 1 1 1 1 1 1 1 1 0;1 3 3 0 0 0 3 0 1 0;1 0 2 2 0 1 0 5 1 0;1 0 1 0 0 0 1 1 1 0;1 0 0 1 0 0 1 0 0 0;1 0 2 0 2 1 1 0 0 0;1 0 0 0 0 1 0 0 0 0;1 1 0 3 1 1 0 0 0 0;0 1 1 1 1 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
227,DFS,0.8048298358917236,153,[1 1 1 1 1 1 1 1 1 0;1 3 3 0 0 0 3 0 1 0;1 0 2 2 0 1 0 5 1 0;1 0 1 0 0 0 1 1 1 0;1 0 0 1 0 0 1 0 0 0;1 0 2 0 2 1 1 0 0 0;1 0 0 0 0 1 0 0 0 0;1 1 0 3 1 1 0 0 0 0;0 1 1 1 1 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
227,BFS,2.453030586242676,53,[1 1 1 1 1 1 1 1 1 0;1 3 3 0 0 0 3 0 1 0;1 0 2 2 0 1 0 5 1 0;1 0 1 0 0 0 1 1 1 0;1 0 0 1 0 0 1 0 0 0;1 0 2 0 2 1 1 0 0 0;1 0 0 0 0 1 0 0 0 0;1 1 0 3 1 1 0 0 0 0;0 1 1 1 1 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
228,A*,7.32196307182312,50,[0 0 0 0 0 0 0 1 1 1;0 0 0 0 0 1 1 1 0 1;0 0 0 0 0 1 0 0 3 1;0 0 0 1 1 1 0 2 0 1;0 1 1 1 0 1 1 0 0 1;0 1 5 2 0 0 0 0 3 1;0 1 1 0 0 0 0 2 3 1;0 0 1 1 0 1 1 2 0 1;0 0 0 1 3 1 1 0 0 1;0 0 0 1 1 1 1 1 1 1]
228,DFS,2.1753475666046143,284,[0 0 0 0 0 0 0 1 1 1;0 0 0 0 0 1 1 1 0 1;0 0 0 0 0 1 0 0 3 1;0 0 0 1 1 1 0 2 0 1;0 1 1 1 0 1 1 0 0 1;0 1 5 2 0 0 0 0 3 1;0 1 1 0 0 0 0 2 3 1;0 0 1 1 0 1 1 2 0 1;0 0 0 1 3 1 1 0 0 1;0 0 0 1 1 1 1 1 1 1]
228,BFS,11.719481945037842,50,[0 0 0 0 0 0 0 1 1 1;0 0 0 0 0 1 1 1 0 1;0 0 0 0 0 1 0 0 3 1;0 0 0 1 1 1 0 2 0 1;0 1 1 1 0 1 1 0 0 1;0 1 5 2 0 0 0 0 3 1;0 1 1 0 0 0 0 2 3 1;0 0 1 1 0 1 1 2 0 1;0 0 0 1 3 1 1 0 0 1;0 0 0 1 1 1 1 1 1 1]
229,A*,22.182299852371216,66,[1 1 1 1 1 0 0 0 0 0;1 0 0 0 1 0 0 0 0 0;1 1 3 2 1 0 0 0 0 0;1 3 0 0 1 0 0 0 0 0;1 1 0 0 1 1 1 1 1 1;1 3 0 0 0 0 0 0 5 1;1 0 0 3 1 0 0 2 0 1;1 1 1 1 1 0 2 2 0 1;0 0 0 0 1 0 0 0 0 1;0 0 0 0 1 1 1 1 1 1]
229,DFS,4.019670486450195,264,[1 1 1 1 1 0 0 0 0 0;1 0 0 0 1 0 0 0 0 0;1 1 3 2 1 0 0 0 0 0;1 3 0 0 1 0 0 0 0 0;1 1 0 0 1 1 1 1 1 1;1 3 0 0 0 0 0 0 5 1;1 0 0 3 1 0 0 2 0 1;1 1 1 1 1 0 2 2 0 1;0 0 0 0 1 0 0 0 0 1;0 0 0 0 1 1 1 1 1 1]
229,BFS,40.97399973869324,66,[1 1 1 1 1 0 0 0 0 0;1 0 0 0 1 0 0 0 0 0;1 1 3 2 1 0 0 0 0 0;1 3 0 0 1 0 0 0 0 0;1 1 0 0 1 1 1 1 1 1;1 3 0 0 0 0 0 0 5 1;1 0 0 3 1 0 0 2 0 1;1 1 1 1 1 0 2 2 0 1;0 0 0 0 1 0 0 0 0 1;0 0 0 0 1 1 1 1 1 1]
230,A*,5.917919635772705,72,[1 1 1 1 1 1 1 1 1 0;1 0 0 0 3 0 0 0 1 0;1 3 0 0 2 0 2 0 1 0;1 0 1 1 1 1 3 1 1 0;1 0 1 0 1 0 5 1 0 0;1 3 1 1 1 0 2 1 0 0;1 0 0 1 1 0 0 1 0 0;1 0 1 1 1 0 2 1 1 0;1 0 0 0 0 0 0 0 1 0;1 1 1 1 1 1 1 1 1 0]
230,DFS,3.2209532260894775,1366,[1 1 1 1 1 1 1 1 1 0;1 0 0 0 3 0 0 0 1 0;1 3 0 0 2 0 2 0 1 0;1 0 1 1 1 1 3 1 1 0;1 0 1 0 1 0 5 1 0 0;1 3 1 1 1 0 2 1 0 0;1 0 0 1 1 0 0 1 0 0;1 0 1 1 1 0 2 1 1 0;1 0 0 0 0 0 0 0 1 0;1 1 1 1 1 1 1 1 1 0]
230,BFS,4.961688995361328,72,[1 1 1 1 1 1 1 1 1 0;1 0 0 0 3 0 0 0 1 0;1 3 0 0 2 0 2 0 1 0;1 0 1 1 1 1 3 1 1 0;1 0 1 0 1 0 5 1 0 0;1 3 1 1 1 0 2 1 0 0;1 0 0 1 1 0 0 1 0 0;1 0 1 1 1 0 2 1 1 0;1 0 0 0 0 0 0 0 1 0;1 1 1 1 1 1 1 1 1 0]
231,A*,16.077481508255005,59,[0 0 1 1 1 1 1 1 1 1;0 0 1 0 0 0 0 0 0 1;0 1 1 0 0 0 0 3 0 1;0 1 0 2 0 1 1 1 1 1;0 1 5 2 0 1 1 0 0 0;1 1 1 0 0 0 1 0 0 0;1 0 2 0 2 0 1 0 0 0;1 0 3 3 3 1 1 0 0 0;1 1 1 1 1 1 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
231,DFS,6.395579099655151,314,[0 0 1 1 1 1 1 1 1 1;0 0 1 0 0 0 0 0 0 1;0 1 1 0 0 0 0 3 0 1;0 1 0 2 0 1 1 1 1 1;0 1 5 2 0 1 1 0 0 0;1 1 1 0 0 0 1 0 0 0;1 0 2 0 2 0 1 0 0 0;1 0 3 3 3 1 1 0 0 0;1 1 1 1 1 1 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
231,BFS,20.72530722618103,59,[0 0 1 1 1 1 1 1 1 1;0 0 1 0 0 0 0 0 0 1;0 1 1 0 0 0 0 3 0 1;0 1 0 2 0 1 1 1 1 1;0 1 5 2 0 1 1 0 0 0;1 1 1 0 0 0 1 0 0 0;1 0 2 0 2 0 1 0 0 0;1 0 3 3 3 1 1 0 0 0;1 1 1 1 1 1 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
232,A*,8.350218772888184,52,[1 1 1 1 0 0 0 0 0 0;1 3 0 1 0 0 0 0 0 0;1 0 2 1 1 1 1 0 0 0;1 0 0 0 1 0 1 0 0 0;1 0 0 3 2 0 1 0 0 0;1 0 0 0 0 0 1 1 1 1;1 2 1 1 1 2 0 0 0 1;1 5 1 1 0 0 3 0 0 1;1 1 1 1 0 0 0 3 0 1;0 0 0 1 1 1 1 1 1 1]
232,DFS,2.570477247238159,472,[1 1 1 1 0 0 0 0 0 0;1 3 0 1 0 0 0 0 0 0;1 0 2 1 1 1 1 0 0 0;1 0 0 0 1 0 1 0 0 0;1 0 0 3 2 0 1 0 0 0;1 0 0 0 0 0 1 1 1 1;1 2 1 1 1 2 0 0 0 1;1 5 1 1 0 0 3 0 0 1;1 1 1 1 0 0 0 3 0 1;0 0 0 1 1 1 1 1 1 1]
232,BFS,13.20743727684021,52,[1 1 1 1 0 0 0 0 0 0;1 3 0 1 0 0 0 0 0 0;1 0 2 1 1 1 1 0 0 0;1 0 0 0 1 0 1 0 0 0;1 0 0 3 2 0 1 0 0 0;1 0 0 0 0 0 1 1 1 1;1 2 1 1 1 2 0 0 0 1;1 5 1 1 0 0 3 0 0 1;1 1 1 1 0 0 0 3 0 1;0 0 0 1 1 1 1 1 1 1]
233,A*,0.36562609672546387,37,[0 0 0 0 0 0 1 1 1 1;0 0 0 0 0 1 1 0 3 1;0 0 0 0 0 1 3 0 0 1;0 0 0 0 1 1 0 1 0 1;0 0 0 0 1 0 0 2 0 1;0 1 1 1 1 1 0 2 3 1;0 1 5 0 0 0 1 0 0 1;0 1 1 0 3 2 0 1 2 1;0 0 1 0 0 0 0 0 0 1;0 0 1 1 1 1 1 1 1 1]
233,DFS,0.3369293212890625,152,[0 0 0 0 0 0 1 1 1 1;0 0 0 0 0 1 1 0 3 1;0 0 0 0 0 1 3 0 0 1;0 0 0 0 1 1 0 1 0 1;0 0 0 0 1 0 0 2 0 1;0 1 1 1 1 1 0 2 3 1;0 1 5 0 0 0 1 0 0 1;0 1 1 0 3 2 0 1 2 1;0 0 1 0 0 0 0 0 0 1;0 0 1 1 1 1 1 1 1 1]
233,BFS,0.2608668804168701,37,[0 0 0 0 0 0 1 1 1 1;0 0 0 0 0 1 1 0 3 1;0 0 0 0 0 1 3 0 0 1;0 0 0 0 1 1 0 1 0 1;0 0 0 0 1 0 0 2 0 1;0 1 1 1 1 1 0 2 3 1;0 1 5 0 0 0 1 0 0 1;0 1 1 0 3 2 0 1 2 1;0 0 1 0 0 0 0 0 0 1;0 0 1 1 1 1 1 1 1 1]
234,A*,5.706149578094482,61,[1 1 1 1 1 1 1 1 1 0;1 0 0 0 3 0 0 0 1 0;1 2 0 0 2 5 2 0 1 0;1 0 0 1 1 1 1 1 1 0;1 0 1 1 0 0 0 0 0 0;1 0 1 1 1 1 1 0 0 0;1 3 0 0 0 0 1 0 0 0;1 3 2 0 3 0 1 0 0 0;1 0 0 0 0 1 1 0 0 0;1 1 1 1 1 1 0 0 0 0]
234,DFS,2.3891263008117676,1563,[1 1 1 1 1 1 1 1 1 0;1 0 0 0 3 0 0 0 1 0;1 2 0 0 2 5 2 0 1 0;1 0 0 1 1 1 1 1 1 0;1 0 1 1 0 0 0 0 0 0;1 0 1 1 1 1 1 0 0 0;1 3 0 0 0 0 1 0 0 0;1 3 2 0 3 0 1 0 0 0;1 0 0 0 0 1 1 0 0 0;1 1 1 1 1 1 0 0 0 0]
234,BFS,5.120757102966309,61,[1 1 1 1 1 1 1 1 1 0;1 0 0 0 3 0 0 0 1 0;1 2 0 0 2 5 2 0 1 0;1 0 0 1 1 1 1 1 1 0;1 0 1 1 0 0 0 0 0 0;1 0 1 1 1 1 1 0 0 0;1 3 0 0 0 0 1 0 0 0;1 3 2 0 3 0 1 0 0 0;1 0 0 0 0 1 1 0 0 0;1 1 1 1 1 1 0 0 0 0]
235,A*,2.3780856132507324,47,[0 0 0 0 0 1 1 1 0 0;0 0 1 1 1 1 0 1 1 1;0 0 1 0 3 0 0 0 0 1;0 0 1 0 2 1 0 2 0 1;0 0 1 0 0 1 1 0 0 1;0 0 1 1 0 0 1 0 3 1;0 1 1 1 3 1 1 0 3 1;1 1 0 1 0 0 1 2 2 1;1 0 0 0 0 0 1 5 0 1;1 1 1 1 1 1 1 1 1 1]
235,DFS,0.44885754585266113,158,[0 0 0 0 0 1 1 1 0 0;0 0 1 1 1 1 0 1 1 1;0 0 1 0 3 0 0 0 0 1;0 0 1 0 2 1 0 2 0 1;0 0 1 0 0 1 1 0 0 1;0 0 1 1 0 0 1 0 3 1;0 1 1 1 3 1 1 0 3 1;1 1 0 1 0 0 1 2 2 1;1 0 0 0 0 0 1 5 0 1;1 1 1 1 1 1 1 1 1 1]
235,BFS,2.1824779510498047,47,[0 0 0 0 0 1 1 1 0 0;0 0 1 1 1 1 0 1 1 1;0 0 1 0 3 0 0 0 0 1;0 0 1 0 2 1 0 2 0 1;0 0 1 0 0 1 1 0 0 1;0 0 1 1 0 0 1 0 3 1;0 1 1 1 3 1 1 0 3 1;1 1 0 1 0 0 1 2 2 1;1 0 0 0 0 0 1 5 0 1;1 1 1 1 1 1 1 1 1 1]
236,A*,1.6821529865264893,42,[1 1 1 1 1 1 1 1 0 0;1 0 3 3 0 2 5 1 0 0;1 0 0 0 0 2 0 1 0 0;1 0 3 2 0 1 1 1 0 0;1 3 2 1 1 1 0 0 0 0;1 0 0 1 0 0 0 0 0 0;1 0 1 1 0 0 0 0 0 0;1 0 1 0 0 0 0 0 0 0;1 1 1 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
236,DFS,0.6400976181030273,270,[1 1 1 1 1 1 1 1 0 0;1 0 3 3 0 2 5 1 0 0;1 0 0 0 0 2 0 1 0 0;1 0 3 2 0 1 1 1 0 0;1 3 2 1 1 1 0 0 0 0;1 0 0 1 0 0 0 0 0 0;1 0 1 1 0 0 0 0 0 0;1 0 1 0 0 0 0 0 0 0;1 1 1 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
236,BFS,0.9088263511657715,42,[1 1 1 1 1 1 1 1 0 0;1 0 3 3 0 2 5 1 0 0;1 0 0 0 0 2 0 1 0 0;1 0 3 2 0 1 1 1 0 0;1 3 2 1 1 1 0 0 0 0;1 0 0 1 0 0 0 0 0 0;1 0 1 1 0 0 0 0 0 0;1 0 1 0 0 0 0 0 0 0;1 1 1 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0]
237,A*,15.949376821517944,69,[0 0 1 1 1 1 1 1 1 1;0 0 1 0 0 0 0 0 0 1;0 1 1 0 0 2 2 2 0 1;0 1 0 0 3 1 0 0 0 1;0 1 1 1 1 1 2 0 1 1;0 0 0 0 0 1 5 0 3 1;0 0 0 0 0 1 0 3 3 1;0 0 0 0 0 1 1 0 0 1;0 0 0 0 0 0 1 0 0 1;0 0 0 0 0 0 1 1 1 1]
237,DFS,5.674440622329712,311,[0 0 1 1 1 1 1 1 1 1;0 0 1 0 0 0 0 0 0 1;0 1 1 0 0 2 2 2 0 1;0 1 0 0 3 1 0 0 0 1;0 1 1 1 1 1 2 0 1 1;0 0 0 0 0 1 5 0 3 1;0 0 0 0 0 1 0 3 3 1;0 0 0 0 0 1 1 0 0 1;0 0 0 0 0 0 1 0 0 1;0 0 0 0 0 0 1 1 1 1]
237,BFS,17.81872320175171,69,[0 0 1 1 1 1 1 1 1 1;0 0 1 0 0 0 0 0 0 1;0 1 1 0 0 2 2 2 0 1;0 1 0 0 3 1 0 0 0 1;0 1 1 1 1 1 2 0 1 1;0 0 0 0 0 1 5 0 3 1;0 0 0 0 0 1 0 3 3 1;0 0 0 0 0 1 1 0 0 1;0 0 0 0 0 0 1 0 0 1;0 0 0 0 0 0 1 1 1 1]
238,A*,0.5091912746429443,41,[0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 1 1 1 1 1 1;0 0 0 1 1 0 3 2 0 1;0 0 0 1 0 2 0 2 5 1;0 0 0 1 3 0 0 3 3 1;0 0 0 1 1 1 1 2 0 1;0 0 0 0 0 0 1 0 0 1;0 0 0 0 0 0 1 1 1 1]
238,DFS,0.10043692588806152,68,[0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 1 1 1 1 1 1;0 0 0 1 1 0 3 2 0 1;0 0 0 1 0 2 0 2 5 1;0 0 0 1 3 0 0 3 3 1;0 0 0 1 1 1 1 2 0 1;0 0 0 0 0 0 1 0 0 1;0 0 0 0 0 0 1 1 1 1]
238,BFS,0.2120218276977539,41,[0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0;0 0 0 0 1 1 1 1 1 1;0 0 0 1 1 0 3 2 0 1;0 0 0 1 0 2 0 2 5 1;0 0 0 1 3 0 0 3 3 1;0 0 0 1 1 1 1 2 0 1;0 0 0 0 0 0 1 0 0 1;0 0 0 0 0 0 1 1 1 1]
239,A*,2.569244384765625,61,[1 1 1 1 1 1 1 1 1 1;1 0 0 0 3 0 3 3 0 1;1 0 2 1 1 1 0 0 0 1;1 0 0 1 0 1 1 2 5 1;1 0 1 1 0 0 1 0 0 1;1 0 1 0 0 0 1 2 0 1;1 0 1 1 0 0 1 0 0 1;1 0 0 1 1 1 1 1 0 1;1 0 0 3 0 0 0 2 0 1;1 1 1 1 1 1 1 1 1 1]
239,DFS,2.295004367828369,266,[1 1 1 1 1 1 1 1 1 1;1 0 0 0 3 0 3 3 0 1;1 0 2 1 1 1 0 0 0 1;1 0 0 1 0 1 1 2 5 1;1 0 1 1 0 0 1 0 0 1;1 0 1 0 0 0 1 2 0 1;1 0 1 1 0 0 1 0 0 1;1 0 0 1 1 1 1 1 0 1;1 0 0 3 0 0 0 2 0 1;1 1 1 1 1 1 1 1 1 1]
239,BFS,2.5863773822784424,61,[1 1 1 1 1 1 1 1 1 1;1 0 0 0 3 0 3 3 0 1;1 0 2 1 1 1 0 0 0 1;1 0 0 1 0 1 1 2 5 1;1 0 1 1 0 0 1 0 0 1;1 0 1 0 0 0 1 2 0 1;1 0 1 1 0 0 1 0 0 1;1 0 0 1 1 1 1 1 0 1;1 0 0 3 0 0 0 2 0 1;1 1 1 1 1 1 1 1 1 1]
240,A*,1.7568554878234863,62,[1 1 1 1 0 0 1 1 1 1;1 0 0 1 1 1 1 0 5 1;1 0 0 0 2 0 3 1 0 1;1 3 0 1 0 0 1 0 0 1;1 1 1 1 0 0 1 2 0 1;0 0 0 1 1 0 1 0 0 1;0 0 0 0 1 0 2 2 0 1;0 0 0 0 1 3 0 3 0 1;0 0 0 0 1 1 1 0 0 1;0 0 0 0 0 0 1 1 1 1]
240,DFS,0.7946887016296387,134,[1 1 1 1 0 0 1 1 1 1;1 0 0 1 1 1 1 0 5 1;1 0 0 0 2 0 3 1 0 1;1 3 0 1 0 0 1 0 0 1;1 1 1 1 0 0 1 2 0 1;0 0 0 1 1 0 1 0 0 1;0 0 0 0 1 0 2 2 0 1;0 0 0 0 1 3 0 3 0 1;0 0 0 0 1 1 1 0 0 1;0 0 0 0 0 0 1 1 1 1]
240,BFS,1.3613429069519043,62,[1 1 1 1 0 0 1 1 1 1;1 0 0 1 1 1 1 0 5 1;1 0 0 0 2 0 3 1 0 1;1 3 0 1 0 0 1 0 0 1;1 1 1 1 0 0 1 2 0 1;0 0 0 1 1 0 1 0 0 1;0 0 0 0 1 0 2 2 0 1;0 0 0 0 1 3 0 3 0 1;0 0 0 0 1 1 1 0 0 1;0 0 0 0 0 0 1 1 1 1]
241,A*,8.296229362487793,63,[1 1 1 1 1 1 1 1 0 0;1 0 0 0 3 0 0 1 0 0;1 0 0 0 0 2 0 1 0 0;1 1 0 1 1 1 0 1 0 0;1 0 0 0 1 1 0 1 0 0;1 3 3 1 1 1 1 1 0 0;1 3 0 1 1 1 1 1 1 1;1 2 2 0 2 0 1 1 0 1;1 5 0 0 0 0 0 0 0 1;1 1 1 1 1 1 1 1 1 1]
241,DFS,3.9249863624572754,123,[1 1 1 1 1 1 1 1 0 0;1 0 0 0 3 0 0 1 0 0;1 0 0 0 0 2 0 1 0 0;1 1 0 1 1 1 0 1 0 0;1 0 0 0 1 1 0 1 0 0;1 3 3 1 1 1 1 1 0 0;1 3 0 1 1 1 1 1 1 1;1 2 2 0 2 0 1 1 0 1;1 5 0 0 0 0 0 0 0 1;1 1 1 1 1 1 1 1 1 1]
241,BFS,10.735445499420166,63,[1 1 1 1 1 1 1 1 0 0;1 0 0 0 3 0 0 1 0 0;1 0 0 0 0 2 0 1 0 0;1 1 0 1 1 1 0 1 0 0;1 0 0 0 1 1 0 1 0 0;1 3 3 1 1 1 1 1 0 0;1 3 0 1 1 1 1 1 1 1;1 2 2 0 2 0 1 1 0 1;1 5 0 0 0 0 0 0 0 1;1 1 1 1 1 1 1 1 1 1]
242,A*,11.93468689918518,46,[0 0 0 0 0 0 0 0 0 0;0 0 1 1 1 1 1 0 0 0;1 1 1 0 0 0 1 0 0 0;1 0 0 2 0 1 1 0 0 0;1 5 2 0 0 1 1 0 0 0;1 1 0 1 1 3 1 1 1 1;1 0 0 0 0 0 0 0 0 1;1 3 0 0 1 0 0 2 0 1;1 0 0 2 0 0 3 0 3 1;1 1 1 1 1 1 1 1 1 1]
242,DFS,4.678286790847778,720,[0 0 0 0 0 0 0 0 0 0;0 0 1 1 1 1 1 0 0 0;1 1 1 0 0 0 1 0 0 0;1 0 0 2 0 1 1 0 0 0;1 5 2 0 0 1 1 0 0 0;1 1 0 1 1 3 1 1 1 1;1 0 0 0 0 0 0 0 0 1;1 3 0 0 1 0 0 2 0 1;1 0 0 2 0 0 3 0 3 1;1 1 1 1 1 1 1 1 1 1]
242,BFS,37.24971032142639,46,[0 0 0 0 0 0 0 0 0 0;0 0 1 1 1 1 1 0 0 0;1 1 1 0 0 0 1 0 0 0;1 0 0 2 0 1 1 0 0 0;1 5 2 0 0 1 1 0 0 0;1 1 0 1 1 3 1 1 1 1;1 0 0 0 0 0 0 0 0 1;1 3 0 0 1 0 0 2 0 1;1 0 0 2 0 0 3 0 3 1;1 1 1 1 1 1 1 1 1 1]
243,A*,6.191985845565796,82,[1 1 1 1 0 0 0 0 0 0;1 0 0 1 1 1 1 1 0 0;1 0 2 0 3 2 5 1 0 0;1 0 0 1 2 0 1 1 0 0;1 1 0 3 2 0 1 1 0 0;1 0 0 1 1 0 0 1 1 0;1 1 3 1 1 0 1 0 1 0;1 0 0 1 0 0 0 0 1 0;1 0 0 3 0 0 0 0 1 0;1 1 1 1 1 1 1 1 1 0]
243,DFS,4.829352140426636,277,[1 1 1 1 0 0 0 0 0 0;1 0 0 1 1 1 1 1 0 0;1 0 2 0 3 2 5 1 0 0;1 0 0 1 2 0 1 1 0 0;1 1 0 3 2 0 1 1 0 0;1 0 0 1 1 0 0 1 1 0;1 1 3 1 1 0 1 0 1 0;1 0 0 1 0 0 0 0 1 0;1 0 0 3 0 0 0 0 1 0;1 1 1 1 1 1 1 1 1 0]
243,BFS,6.673809289932251,82,[1 1 1 1 0 0 0 0 0 0;1 0 0 1 1 1 1 1 0 0;1 0 2 0 3 2 5 1 0 0;1 0 0 1 2 0 1 1 0 0;1 1 0 3 2 0 1 1 0 0;1 0 0 1 1 0 0 1 1 0;1 1 3 1 1 0 1 0 1 0;1 0 0 1 0 0 0 0 1 0;1 0 0 3 0 0 0 0 1 0;1 1 1 1 1 1 1 1 1 0]
